,SIGLAS,DEPENDENCIA,CLAVEUC,NOMBRE_DE_LA_UC,RESPONSABLE,NUMERO_EXPEDIENTE,TITULO_EXPEDIENTE,PLANTILLA_EXPEDIENTE,NUMERO_PROCEDIMIENTO,EXP_F_FALLO,PROC_F_PUBLICACION,FECHA_APERTURA_PROPOSICIONES,CARACTER,TIPO_CONTRATACION,TIPO_PROCEDIMIENTO,FORMA_PROCEDIMIENTO,CODIGO_CONTRATO,TITULO_CONTRATO,FECHA_INICIO,FECHA_FIN,IMPORTE_CONTRATO,MONEDA,ESTATUS_CONTRATO,ARCHIVADO,RAMO,CLAVE_PROGRAMA,APORTACION_FEDERAL,FECHA_CELEBRACION,CONTRATO_MARCO,COMPRA_CONSOLIDADA,PLURIANUAL,CLAVE_CARTERA_SHCP,ESTRATIFICACION_MUC,PROVEEDOR_CONTRATISTA,ESTRATIFICACION_MPC,ESTATUS_EMPRESA,CUENTA_ADMINISTRADA_POR,ANUNCIO
APF,API-Veracruz,"Administración Portuaria Integral de Veracruz, S.A. de C.V.",009J3E002,API-Veracruz-Gerencia de Ingeniería,Francisco Liaño Carrera,788145,Servicios de topografía general en el recinto Portuario y zonas requeridas por l,19. Invitación a cuando menos tres Nacional LOPSRM,IO-009J3E002-N25-2015,2015-04-20 00:00:00 GMT,2015-03-25 13:44,2015-04-10 09:00,Nacional,Servicios Relacionados con la OP,Invitación a Cuando Menos 3 Personas,Mixta,724677,Servicios de topografía general en el recinto Portuario y zonas requeridas por la APIVER 2015,2015-04-28,2016-04-26,2558262.24,MXN,Activo,No,,,,2015-04-27 00:00:00 GMT,0,0,1,0809J3E0005,No MIPYME,Guillermo Soto Martinez,,Habilitado,UC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=534129
APF,API-Veracruz,"Administración Portuaria Integral de Veracruz, S.A. de C.V.",009J3E002,API-Veracruz-Gerencia de Ingeniería,Francisco Liaño Carrera,789341,Habilitación de salón para capacitación de pescadores de Boca del Río para cumpl,19. Invitación a cuando menos tres Nacional LOPSRM,IO-009J3E002-N26-2015,2015-04-17 00:00:00 GMT,2015-03-26 16:43,2015-04-10 11:00,Nacional,Obra Pública,Invitación a Cuando Menos 3 Personas,Mixta,722777,Habilitación de salón para capacitación de pescadores de Boca del Río para cumplimiento de condicionantes del resolutivo SGPA/DGIRA/DG08356,2015-04-27,2015-12-30,3532584.71,MXN,Activo,No,,,,2015-04-24 00:00:00 GMT,0,0,0,0809J3E0005,No MIPYME,"Constructora Tulcin, S.A. de C.V.",,Habilitado,UC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=535105
APF,API-Veracruz,"Administración Portuaria Integral de Veracruz, S.A. de C.V.",009J3E002,API-Veracruz-Gerencia de Ingeniería,Francisco Liaño Carrera,785632,Rehabilitación  de concreto hidráulico en avenida 7 entre calle 8 y avenida 6 de,19. Invitación a cuando menos tres Nacional LOPSRM,IO-009J3E002-N23-2015,2015-04-13 00:00:00 GMT,2015-03-20 17:34,2015-03-30 10:00,Nacional,Obra Pública,Invitación a Cuando Menos 3 Personas,Mixta,720269,Rehabilitación  de concreto hidráulico en avenida 7 entre calle 8 y avenida 6 dentro del Puerto de Veracruz,2015-04-27,2015-10-23,6978650.19,MXN,Activo,No,,,,2015-04-20 00:00:00 GMT,0,0,0,1109J3E0005,No MIPYME,"LRN Construcciones, S.A. de C.V.",,Habilitado,UC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=532269
APF,API-Veracruz,"Administración Portuaria Integral de Veracruz, S.A. de C.V.",009J3E001,API-Veracruz-Gerencia de Administración y Finanzas,HILARIO CONTRERAS DIAZ,776560,"ADQUISICIÓN DE PAPELERÍA, ARTÍCULOS DE OFICINA Y CONSUMIBLES DE EQUIPO DE CÓMPUT",04. Invitación a cuando menos tres Nacional LAASSP,IA-009J3E001-N19-2015,2015-04-22 00:00:00 GMT,2015-03-27 18:57,2015-04-14 03:30,Nacional,Adquisiciones,Invitación a Cuando Menos 3 Personas,Mixta,726742,"Adquisición de Papelería, Artículos de Oficina y Consumibles de Computo (Partida 1)",2015-04-22,2015-12-31,272156.02,MXN,Activo,No,,,,2015-04-22 00:00:00 GMT,0,0,0,,Mediana,CENTRO PAPELERO VERACRUZ S.A. DE C.V.,Micro,Habilitado,PoC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=535886
APF,API-Veracruz,"Administración Portuaria Integral de Veracruz, S.A. de C.V.",009J3E001,API-Veracruz-Gerencia de Administración y Finanzas,HILARIO CONTRERAS DIAZ,776560,"ADQUISICIÓN DE PAPELERÍA, ARTÍCULOS DE OFICINA Y CONSUMIBLES DE EQUIPO DE CÓMPUT",04. Invitación a cuando menos tres Nacional LAASSP,IA-009J3E001-N19-2015,2015-04-22 00:00:00 GMT,2015-03-27 18:57,2015-04-14 03:30,Nacional,Adquisiciones,Invitación a Cuando Menos 3 Personas,Mixta,726744,"Adquisición de Papelería, Artículos de Oficina y Consumibles de Computo (Partida 2)",2015-04-22,2015-12-31,1401144.3,MXN,Activo,No,,,,2015-04-22 00:00:00 GMT,0,0,0,,Pequeña,SISTEMAS CONTINO SA DE CV,Mediana,Habilitado,PoC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=535886
APF,API-Veracruz,"Administración Portuaria Integral de Veracruz, S.A. de C.V.",009J3E002,API-Veracruz-Gerencia de Ingeniería,Francisco Liaño Carrera,787571,"Servicio de organización, clasificación, mantenimiento y digitalización document",19. Invitación a cuando menos tres Nacional LOPSRM,IO-009J3E002-N24-2015,2015-04-13 00:00:00 GMT,2015-03-24 17:29,2015-04-06 15:00,Nacional,Servicios Relacionados con la OP,Invitación a Cuando Menos 3 Personas,Mixta,720086,"Servicio de organización, clasificación, mantenimiento y digitalización documental del archivo histórico de concentración y de trámites generados por las distintas Gerencias y Departamentos de la Administración Portuaria Integral de Veracruz, S. A de C.V.""",2015-04-21,2016-03-15,6496802.18,MXN,Activo,No,,,,2015-04-20 00:00:00 GMT,0,0,1,1109J3E0013,No MIPYME,"ESTEVA Y ESTEVA, ABOGADOS SC",Micro,Habilitado,PoC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=533741
APF,API-Veracruz,"Administración Portuaria Integral de Veracruz, S.A. de C.V.",009J3E002,API-Veracruz-Gerencia de Ingeniería,Francisco Liaño Carrera,783563,Trabajos de terracería y riego de impregnación dentro de la Zona de Actividades ,19. Invitación a cuando menos tres Nacional LOPSRM,IO-009J3E002-N22-2015,2015-04-09 00:00:00 GMT,2015-03-18 17:12,2015-03-27 10:00,Nacional,Obra Pública,Invitación a Cuando Menos 3 Personas,Mixta,719470,"Trabajos de terracería y riego de impregnación dentro de la Zona de Actividades Logísticas en la denominada zona 3, junto al tanque elevado",2015-04-17,2015-05-15,1612559.89,MXN,Activo,No,,,,2015-04-16 00:00:00 GMT,0,0,0,0609J3E0004,No MIPYME,"IUDI, S.A. de C.V.",,Habilitado,UC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=530622
APF,API-Veracruz,"Administración Portuaria Integral de Veracruz, S.A. de C.V.",009J3E002,API-Veracruz-Gerencia de Ingeniería,Francisco Liaño Carrera,782996,"Coordinación de enlace 2015 de los programas ambientales con el sector social, g",19. Invitación a cuando menos tres Nacional LOPSRM,IO-009J3E002-N21-2015,2015-04-07 00:00:00 GMT,2015-03-18 12:03,2015-03-26 10:00,Nacional,Servicios Relacionados con la OP,Invitación a Cuando Menos 3 Personas,Mixta,717960,"Coordinación de enlace 2015 de los programas ambientales con el sector social, gubernamental y educativo del proyecto de la Ampliación del Puerto de Veracruz de la APIVER",2015-04-15,2016-04-08,780029.88,MXN,Activo,No,,,,2015-04-14 00:00:00 GMT,0,0,1,0809J3E0005,No MIPYME,Celso Hernandez Aponte,,Habilitado,UC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=530185
APF,API-Veracruz,"Administración Portuaria Integral de Veracruz, S.A. de C.V.",009J3E002,API-Veracruz-Gerencia de Ingeniería,Francisco Liaño Carrera,767869,"Mantenimiento general a edificios administrativos, baños comunitarios, almacenes",16. Licitación Pública Nacional LOPSRM,LO-009J3E002-N6-2015,2015-03-18 00:00:00 GMT,2015-02-24 13:53,2015-03-10 10:00,Nacional,Obra Pública,Licitación Pública,Mixta,715266,"Mantenimiento general a edificios administrativos, baños comunitarios, almacenes, muelles, paramentos y áreas generales del Puerto de Veracruz",2015-04-13,2016-03-31,6583619.44,MXN,Activo,No,,,,2015-04-10 00:00:00 GMT,0,0,1,1309J3E0009,No MIPYME,"CONCEPTO ESPACIO, S.A. DE C.V.",Mediana,Habilitado,PoC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=519115
APF,API-Veracruz,"Administración Portuaria Integral de Veracruz, S.A. de C.V.",009J3E002,API-Veracruz-Gerencia de Ingeniería,Francisco Liaño Carrera,776641,Estudio de mecánica de suelos para el tablestacado para la terminal satélite del,19. Invitación a cuando menos tres Nacional LOPSRM,IO-009J3E002-N15-2015,2015-03-30 00:00:00 GMT,2015-03-09 11:36,2015-03-23 10:00,Nacional,Servicios Relacionados con la OP,Invitación a Cuando Menos 3 Personas,Mixta,714629,Estudio de mecánica de suelos para el tablestacado para la terminal satélite del Puerto nuevo de Veracruz,2015-04-07,2015-05-13,6271523.8,MXN,Expirado,No,,,,2015-04-06 00:00:00 GMT,0,0,0,0809J3E0005,No MIPYME,"Ingeniería de Proyectos y Construcciones del Centro, S.A. de C.V.",,Habilitado,UC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=525628
APF,API-Veracruz,"Administración Portuaria Integral de Veracruz, S.A. de C.V.",009J3E002,API-Veracruz-Gerencia de Ingeniería,Francisco Liaño Carrera,775029,Propuesta de un nuevo esquema para la administración del sistema ferroviario del,19. Invitación a cuando menos tres Nacional LOPSRM,IO-009J3E002-N13-2015,2015-03-23 00:00:00 GMT,2015-03-05 13:33,2015-03-14 10:00,Nacional,Servicios Relacionados con la OP,Invitación a Cuando Menos 3 Personas,Mixta,710604,Propuesta de un nuevo esquema para la administración del sistema ferroviario del puerto de Veracruz con el Libramiento a Santa Fe,2015-04-01,2015-09-27,4482582.1,MXN,Activo,No,,,,2015-03-30 00:00:00 GMT,0,0,0,0609J3E0005,No MIPYME,"Global Cluster, S,A. de C.V.",,Habilitado,UC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=524536
APF,API-Veracruz,"Administración Portuaria Integral de Veracruz, S.A. de C.V.",009J3E002,API-Veracruz-Gerencia de Ingeniería,Francisco Liaño Carrera,775802,Barda de mampostería en lindero de Recinto Fiscalizado y terrenos particulares,19. Invitación a cuando menos tres Nacional LOPSRM,IO-009J3E002-N14-2015,2015-03-24 00:00:00 GMT,2015-03-06 12:04,2015-03-17 10:00,Nacional,Obra Pública,Invitación a Cuando Menos 3 Personas,Mixta,711367,Barda de mampostería en lindero de Recinto Fiscalizado y terrenos particulares,2015-04-01,2015-09-27,7197188.73,MXN,Activo,No,,,,2015-03-31 00:00:00 GMT,0,0,0,0609J3E0004,No MIPYME,"Comercializadora Velrod, S.A. de C.V.",,Habilitado,UC,
APF,API-Veracruz,"Administración Portuaria Integral de Veracruz, S.A. de C.V.",009J3E001,API-Veracruz-Gerencia de Administración y Finanzas,HILARIO CONTRERAS DIAZ,792247,SERVICIO DE MANTENIMIENTO PREVENTIVO A LOS DOS ELEVADORES MARCA SHINDLER UBICADO,12. Adjudicación Directa Nacional Simplificada LAASSP,SA-009J3E001-N59-2015,,,,Nacional,Servicios,Adjudicación Directa Federal,,715683,SERVICIO DE MANTENIMIENTO PREVENTIVO A LOS DOS ELEVADORES MARCA SHINDLER UBICADOS EN EL EDIFICIO ADMINISTRATIVO,2015-04-01,2015-12-31,62226,MXN,Activo,No,,,,2015-03-31 00:00:00 GMT,0,0,0,,Pequeña,ELEVADORES SCHINDLER SA DE CV,Mediana,Habilitado,PoC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=537654
APF,API-Veracruz,"Administración Portuaria Integral de Veracruz, S.A. de C.V.",009J3E001,API-Veracruz-Gerencia de Administración y Finanzas,HILARIO CONTRERAS DIAZ,792249,ADQUISICIÓN DE MOBILIARIO Y EQUIPO DE OFICINA,12. Adjudicación Directa Nacional Simplificada LAASSP,SA-009J3E001-N60-2015,,,,Nacional,Adquisiciones,Adjudicación Directa Federal,,715685,ADQUISICIÓN DE MOBILIARIO Y EQUIPO DE OFICINA ,2015-03-31,2015-04-09,284900.24,MXN,Expirado,No,,,,2015-03-31 00:00:00 GMT,0,0,0,,Pequeña,EQUIPOS DE OFICINA DE VERACRUZ SA DE CV,Mediana,Habilitado,PoC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=537659
APF,API-Veracruz,"Administración Portuaria Integral de Veracruz, S.A. de C.V.",009J3E001,API-Veracruz-Gerencia de Administración y Finanzas,HILARIO CONTRERAS DIAZ,792259,CURSO ACTUALIZACION REFORMAS ADUANALES 2015 PARA RECINTOS FISCALIZADOS,12. Adjudicación Directa Nacional Simplificada LAASSP,SA-009J3E001-N62-2015,,,,Nacional,Servicios,Adjudicación Directa Federal,,715693,CURSO ACTUALIZACION REFORMAS ADUANALES 2015 PARA RECINTOS FISCALIZADOS,2015-03-31,2015-04-07,50500,MXN,Expirado,No,,,,2015-03-31 00:00:00 GMT,0,0,0,,Micro,RUEDA THOMAS OSCAR RICARDO,,Habilitado,UC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=537665
APF,API-Veracruz,"Administración Portuaria Integral de Veracruz, S.A. de C.V.",009J3E001,API-Veracruz-Gerencia de Administración y Finanzas,HILARIO CONTRERAS DIAZ,791404,"SERVICIO DE AUDITORIA INICIAL PARA LA IMPLEMENTACION DEL CODIGO PBIP, EN LA API",12. Adjudicación Directa Nacional Simplificada LAASSP,SA-009J3E001-N57-2015,,,,Nacional,Servicios,Adjudicación Directa Federal,,714595,"SERVICIO DE AUDITORIA INICIAL PARA LA IMPLEMENTACION DEL CODIGO PBIP, EN LA ADMINISTRACION PORTUARIA INTEGRAL DE VERACRUZ, S.A. DE C.V. DE SU REPRESENTADA, PARA EL CICLO 2014-2019",2015-03-30,2015-04-30,98476,MXN,Expirado,No,,,,2015-03-30 00:00:00 GMT,0,0,0,,No MIPYME,FIDEICOMISO DE FORMACION Y CAPACITACION PARA EL PERSONAL DE LA MARINA MERCANTE NACIONAL,,Habilitado,UC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=536674
APF,API-Veracruz,"Administración Portuaria Integral de Veracruz, S.A. de C.V.",009J3E001,API-Veracruz-Gerencia de Administración y Finanzas,HILARIO CONTRERAS DIAZ,790649,ADQUISICION DE EQUIPO Y MATERIAL PARA ATENCION DE DERRAMES,12. Adjudicación Directa Nacional Simplificada LAASSP,SA-009J3E001-N56-2015,,,,Nacional,Adquisiciones,Adjudicación Directa Federal,,714030,ADQUISICION DE EQUIPO Y MATERIAL PARA ATENCION DE DERRAMES ,2015-03-27,2015-04-27,186499.3,MXN,Expirado,No,,,,2015-03-27 00:00:00 GMT,0,0,0,,Mediana,SUSTENTOS INDUSTRIALES Y MARITIMOS SA DE CV,Pequeña,Habilitado,PoC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=536132
APF,API-Veracruz,"Administración Portuaria Integral de Veracruz, S.A. de C.V.",009J3E001,API-Veracruz-Gerencia de Administración y Finanzas,HILARIO CONTRERAS DIAZ,790645,"DISEÑO, ELABORACION Y CORRECCION DE BOLETIN INFORMATIVO",12. Adjudicación Directa Nacional Simplificada LAASSP,SA-009J3E001-N55-2015,,,,Nacional,Servicios,Adjudicación Directa Federal,,714024,"DISEÑO, ELABORACION Y CORRECCION DE BOLETIN INFORMATIVO ",2015-03-27,2015-03-27,65000,MXN,Expirado,No,,,,2015-03-27 00:00:00 GMT,0,0,0,,Micro,AJA CAZARIN ADOLFO,,Habilitado,UC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=536127
APF,API-Veracruz,"Administración Portuaria Integral de Veracruz, S.A. de C.V.",009J3E002,API-Veracruz-Gerencia de Ingeniería,Francisco Liaño Carrera,770524,Exploración geotécnica complementario para las escolleras oriente y poniente par,19. Invitación a cuando menos tres Nacional LOPSRM,IO-009J3E002-N12-2015,2015-03-13 00:00:00 GMT,2015-02-26 11:46,2015-03-06 10:00,Nacional,Servicios Relacionados con la OP,Invitación a Cuando Menos 3 Personas,Mixta,706218,Exploración geotécnica complementario para las escolleras oriente y poniente para la Ampliación del Puerto de Veracruz,2015-03-24,2015-04-27,6075896.81,MXN,Expirado,No,,,,2015-03-23 00:00:00 GMT,0,0,0,0809J3E0005,No MIPYME,"Geotecnia y Supervisión técnica, S.A. de C.V.",,Habilitado,UC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=521150
APF,API-Veracruz,"Administración Portuaria Integral de Veracruz, S.A. de C.V.",009J3E001,API-Veracruz-Gerencia de Administración y Finanzas,HILARIO CONTRERAS DIAZ,790636,RENOVACION DE LA POLIZA DE SOPORTE DE LOS MODULOS DEL SOFTWARE PROACTIVANET ,12. Adjudicación Directa Nacional Simplificada LAASSP,SA-009J3E001-N52-2015,,,,Nacional,Servicios,Adjudicación Directa Federal,,713992,RENOVACION DE LA POLIZA DE SOPORTE DE LOS MODULOS DEL SOFTWARE PROACTIVANET ,2015-03-23,2015-03-24,202032.8,MXN,Expirado,No,,,,2015-03-23 00:00:00 GMT,0,0,0,,Pequeña,"CRC DE MEXICO, S.A. DE C.V.",Pequeña,Habilitado,PoC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=536092
APF,API-Veracruz,"Administración Portuaria Integral de Veracruz, S.A. de C.V.",009J3E001,API-Veracruz-Gerencia de Administración y Finanzas,HILARIO CONTRERAS DIAZ,790620,PARTICIPACION DEL PUERTO DE VERACRUZ EN CRUISE SHIPPING MIAMI 2015,12. Adjudicación Directa Nacional Simplificada LAASSP,SA-009J3E001-N47-2015,,,,Nacional,Servicios,Adjudicación Directa Federal,,713909,PARTICIPACION DEL PUERTO DE VERACRUZ EN CRUISE SHIPPING MIAMI 2015 ,2015-03-19,2015-03-19,139410,MXN,Expirado,No,,,,2015-03-17 00:00:00 GMT,0,0,0,,No MIPYME,DIPER DESIGNER LLC,,Habilitado,UC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=536049
APF,API-Veracruz,"Administración Portuaria Integral de Veracruz, S.A. de C.V.",009J3E001,API-Veracruz-Gerencia de Administración y Finanzas,HILARIO CONTRERAS DIAZ,790631,ADQUISICION DE PERSIANAS VERTICALES DE PVC,12. Adjudicación Directa Nacional Simplificada LAASSP,SA-009J3E001-N49-2015,,,,Nacional,Adquisiciones,Adjudicación Directa Federal,,713957,ADQUISICION DE PERSIANAS VERTICALES DE PVC ,2015-03-19,2015-04-09,36165,MXN,Expirado,No,,,,2015-03-19 00:00:00 GMT,0,0,0,,Micro,JUAREZ ANGULO GEOVANNI,,Habilitado,UC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=536072
APF,API-Veracruz,"Administración Portuaria Integral de Veracruz, S.A. de C.V.",009J3E002,API-Veracruz-Gerencia de Ingeniería,Francisco Liaño Carrera,767036,Barda de mampostería y reja acero en explanadas 17 y 18 de la Zona de Actividade,19. Invitación a cuando menos tres Nacional LOPSRM,IO-009J3E002-N5-2015,2015-03-09 00:00:00 GMT,2015-02-20 13:10,2015-03-02 10:00,Nacional,Obra Pública,Invitación a Cuando Menos 3 Personas,Mixta,703281,Barda de mampostería y reja acero en explanadas 17 y 18 de la Zona de Actividades Logísticas,2015-03-18,2015-09-13,5215342.68,MXN,Activo,No,,,,2015-03-17 00:00:00 GMT,0,0,0,0609J3E0004,No MIPYME,"LRN Construcciones, S.A. de C.V.",,Habilitado,UC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=518520
APF,API-Veracruz,"Administración Portuaria Integral de Veracruz, S.A. de C.V.",009J3E001,API-Veracruz-Gerencia de Administración y Finanzas,HILARIO CONTRERAS DIAZ,790628,CURSO FORMACION DE AUDITORES DEL CODIGO PBIP,12. Adjudicación Directa Nacional Simplificada LAASSP,SA-009J3E001-N48-2015,,,,Nacional,Servicios,Adjudicación Directa Federal,,713942,CURSO FORMACION DE AUDITORES DEL CODIGO PBIP,2015-03-17,2015-03-20,28400,MXN,Expirado,No,,,,2015-03-17 00:00:00 GMT,0,0,0,,Pequeña,GESTION Y EVALUACION DE COMPETENCIAS SC,Pequeña,Habilitado,PoC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=536065
APF,API-Veracruz,"Administración Portuaria Integral de Veracruz, S.A. de C.V.",009J3E001,API-Veracruz-Gerencia de Administración y Finanzas,HILARIO CONTRERAS DIAZ,783924,ELABORACION DE DISEÑO GRAFICO Y MULTIMEDIA PARA REALIZAR INFORMES DE ACTIVIDADES,12. Adjudicación Directa Nacional Simplificada LAASSP,SA-009J3E001-N45-2015,,,,Nacional,Servicios,Adjudicación Directa Federal,,708915,ELABORACION DE DISEÑO GRAFICO Y MULTIMEDIA PARA REALIZAR INFORMES DE ACTIVIDADES INTERNAS Y DE LA OPERACION DEL PUERTO DE VERACRUZ DURANTE EL PERIODO 2015 ,2015-03-13,2015-08-04,204000,MXN,Activo,No,,,,2015-03-13 00:00:00 GMT,0,0,0,,Micro,SALDAÑA SANDRIA CARLOS ISAAC,,Habilitado,UC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=531391
APF,API-Veracruz,"Administración Portuaria Integral de Veracruz, S.A. de C.V.",009J3E001,API-Veracruz-Gerencia de Administración y Finanzas,HILARIO CONTRERAS DIAZ,783910,MANTENIMIENTO CORRECTIVO A MOTOGENERADORES ,12. Adjudicación Directa Nacional Simplificada LAASSP,SA-009J3E001-N43-2015,,,,Nacional,Servicios,Adjudicación Directa Federal,,708897,MANTENIMIENTO CORRECTIVO A MOTOGENERADORES ,2015-03-12,2015-03-19,34428.57,MXN,Expirado,No,,,,2015-03-12 00:00:00 GMT,0,0,0,,Pequeña,"SOLUCIONES EN INGENIERIA NAVAL, MARINA Y TERRESTRE SA DE CV",Pequeña,Habilitado,PoC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=531386
APF,API-Veracruz,"Administración Portuaria Integral de Veracruz, S.A. de C.V.",009J3E002,API-Veracruz-Gerencia de Ingeniería,Francisco Liaño Carrera,758517,Barda de Mampostería y Rejacero en derecho de vía de Blvd. 13.5 y terreno de par,19. Invitación a cuando menos tres Nacional LOPSRM,IO-009J3E002-N3-2015,2015-02-27 00:00:00 GMT,2015-02-06 12:38,2015-02-20 10:00,Nacional,Obra Pública,Invitación a Cuando Menos 3 Personas,Mixta,698785,Barda de Mampostería y Rejacero en derecho de vía de Blvd. 13.5 y terreno de parque 2000,2015-03-09,2015-09-04,6313866.62,MXN,Activo,No,,,,2015-03-06 00:00:00 GMT,0,0,0,0609J3E0004,No MIPYME,"San Andres Constructores, S.A. de C.V.",,Habilitado,UC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=512124
APF,API-Veracruz,"Administración Portuaria Integral de Veracruz, S.A. de C.V.",009J3E002,API-Veracruz-Gerencia de Ingeniería,Francisco Liaño Carrera,760083,Integración y acomodo de expedientes de Obra Pública y Servicios Relacionados co,19. Invitación a cuando menos tres Nacional LOPSRM,IO-009J3E002-N4-2015,2015-02-26 00:00:00 GMT,2015-02-10 11:29,2015-02-19 10:00,Nacional,Servicios Relacionados con la OP,Invitación a Cuando Menos 3 Personas,Mixta,698079,"Integración y acomodo de expedientes de Obra Pública y Servicios Relacionados con las Mismas, en el archivo de la APIVER",2015-03-09,2015-12-30,1011335.9,MXN,Activo,No,,,,2015-03-05 00:00:00 GMT,0,1,0,1109J3E0013,No MIPYME,Armando Castelán García,,Habilitado,UC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=513193
APF,API-Veracruz,"Administración Portuaria Integral de Veracruz, S.A. de C.V.",009J3E002,API-Veracruz-Gerencia de Ingeniería,Francisco Liaño Carrera,758200,Barda de mampostería y Rejacero en plataforma de área de colado de elementos de ,19. Invitación a cuando menos tres Nacional LOPSRM,IO-009J3E002-N2-2015,2015-02-26 00:00:00 GMT,2015-02-05 19:02,2015-02-19 10:00,Nacional,Obra Pública,Invitación a Cuando Menos 3 Personas,Mixta,698123,Barda de mampostería y Rejacero en plataforma de área de colado de elementos de protección de oleaje en la ZAL,2015-03-09,2015-09-04,6601551.25,MXN,Activo,No,,,,2015-09-05 00:00:00 GMT,0,0,0,0609J3E0004,No MIPYME,"Comercializadora Velrod, S.A. de C.V.",,Habilitado,UC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=511937
APF,API-Veracruz,"Administración Portuaria Integral de Veracruz, S.A. de C.V.",009J3E001,API-Veracruz-Gerencia de Administración y Finanzas,HILARIO CONTRERAS DIAZ,783897,SERVICIO DE MANTENIMIENTO DE 250 HORAS DE OPERACION Y PINTURA EN GENERAL DE MAQ,12. Adjudicación Directa Nacional Simplificada LAASSP,SA-009J3E001-N40-2015,,,,Nacional,Servicios,Adjudicación Directa Federal,,708370,SERVICIO DE MANTENIMIENTO DE 250 HORAS DE OPERACION Y PINTURA EN GENERAL DE MAQ ,2015-03-03,2015-03-17,50000,MXN,Expirado,No,,,,2015-03-03 00:00:00 GMT,0,0,0,,Mediana,VERMEER EQUIPMENT DE MEXICO SA DE CV,Mediana,Habilitado,PoC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=530983
APF,API-Veracruz,"Administración Portuaria Integral de Veracruz, S.A. de C.V.",009J3E001,API-Veracruz-Gerencia de Administración y Finanzas,HILARIO CONTRERAS DIAZ,783894,"SERVICIO DE IMPRESION, MONTAJE Y DESMONTAJE DE LETREROS, INSTALACION Y LIMPIEZA ",12. Adjudicación Directa Nacional Simplificada LAASSP,SA-009J3E001-N39-2015,,,,Nacional,Servicios,Adjudicación Directa Federal,,708306,"SERVICIO DE IMPRESION, MONTAJE Y DESMONTAJE DE LETREROS, INSTALACION Y LIMPIEZA",2015-03-03,2015-03-10,249687,MXN,Expirado,No,,,,2015-03-03 00:00:00 GMT,0,0,0,,Pequeña,GRUPO GRAFICO RODGOM SA DE CV,Pequeña,Habilitado,PoC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=530930
